traces_per_group,max_abs_t
10,6.119733255204154
60,8.273992580992948
111,11.120965546975706
161,12.64284229089793
212,14.730786318760307
262,16.941731832727456
312,17.33911511107074
363,18.880372817391454
413,19.892912395714752
464,20.999248242523358
514,22.14190571018793
564,22.833451078466485
615,23.10598363539397
665,23.23927385536105
716,24.327658233874363
766,25.52178363115032
816,26.548123015193948
867,27.187026333930092
917,27.501228879804653
968,28.048390703461155
1018,28.541560579672794
1068,29.122222311400396
1119,29.727573271716135
1169,29.66601505478155
1220,30.431491458010832
1270,30.972603856622687
1321,31.4290991579681
1371,32.094412235667534
1421,33.04477603856621
1472,33.75014252887405
1522,34.204386136614644
1573,34.734225298392566
1623,35.7060623461099
1673,36.131528074368724
1724,36.84231678674365
1774,37.52942555996214
1825,38.241223510658166
1875,38.91879587069693
1925,39.80597318243174
1976,40.45843206179154
2026,40.89064312721343
2077,41.5154553966938
2127,41.86603927480356
2177,42.48553116303716
2228,42.792235655091076
2278,43.45338317514278
2329,44.18765904146684
2379,44.61545950165566
2429,44.77201572394268
2480,45.14132521853224
2530,45.38428089483365
2581,45.88355682736847
2631,46.151326105342
2681,46.62437356788989
2732,47.09187936809222
2782,47.75349814908958
2833,48.32925358116636
2883,48.88944285094417
2933,49.34091467868726
2984,49.652174120890045
3034,50.086789416047885
3085,50.71702039277857
3135,51.22893010654479
3185,51.553444825395765
3236,52.06341197876786
3286,52.609980963507404
3337,53.110855354559895
3387,53.51325538998952
3437,53.75620447789219
3488,54.18174363116887
3538,54.45247940043847
3589,54.95455869904012
3639,55.33108083299074
3689,55.60117778510714
3740,56.03206741311377
3790,56.3920928170014
3841,56.656679476522726
3891,57.11633435660538
3942,57.696154218067385
3992,57.912939600699545
4042,58.022616639398045
4093,58.42283371164562
4143,58.881645237767685
4194,59.30406693033183
4244,59.81530513405671
4294,60.39073482470874
4345,60.684617804148424
4395,61.152745652067225
4446,61.68986785332541
4496,62.146453408272805
4546,62.36301697047257
4597,62.853673750473654
4647,63.11118556898763
4698,63.57941534977186
4748,63.7487679742454
4798,64.1987620340078
4849,64.7780866823699
4899,65.00674682549055
4950,65.48794698058501
5000,65.87167813042389
