traces_per_group,max_D
10,0.8
60,0.5666666666666667
111,0.5315315315315315
161,0.5031055900621119
212,0.509433962264151
262,0.5038167938931298
312,0.4839743589743589
363,0.4765840220385675
413,0.46973365617433416
464,0.47629310344827586
514,0.480544747081712
564,0.4822695035460993
615,0.4747967479674797
665,0.4676691729323308
716,0.4692737430167597
766,0.47650130548302877
816,0.47058823529411764
867,0.47289504036908886
917,0.4830970556161396
968,0.48760330578512395
1018,0.47937131630648333
1068,0.4719101123595506
1119,0.46827524575513857
1169,0.4730538922155688
1220,0.47295081967213115
1270,0.47086614173228347
1321,0.47615442846328543
1371,0.4617067833698031
1421,0.46305418719211816
1472,0.4599184782608696
1522,0.46057818659658345
1573,0.459631277813096
1623,0.46395563770794823
1673,0.46264196054991036
1724,0.46461716937354985
1774,0.4639233370913191
1825,0.4657534246575342
1875,0.46826666666666666
1925,0.468051948051948
1976,0.4671052631578948
2026,0.46544916090819355
2077,0.4602792489167068
2127,0.459802538787024
2177,0.4579696830500689
2228,0.45870736086175945
2278,0.4569798068481124
2329,0.45770717045942466
2379,0.45691467002942415
2429,0.4557431041580898
2480,0.45483870967741935
2530,0.45612648221343866
2581,0.4575745834947695
2631,0.4549600912200684
2681,0.4539350988437151
2732,0.45204978038067356
2782,0.4539899352983465
2833,0.4557006706671374
2883,0.4588969823100936
2933,0.4551653596999659
2984,0.45542895442359244
3034,0.4551746868820039
3085,0.4567260940032415
3135,0.4567783094098884
3185,0.45557299843014126
3236,0.45673671199011123
3286,0.45769933049300066
3337,0.4593946658675456
3387,0.45910835547682316
3437,0.459412278149549
3488,0.4592889908256881
3538,0.4581684567552289
3589,0.45806631373641676
3639,0.4583676834295136
3689,0.45811873136351317
3740,0.45855614973262027
3790,0.4593667546174142
3841,0.4595157511064827
3891,0.4597789771267027
3942,0.46093353627600203
3992,0.4624248496993988
4042,0.46041563582384964
4093,0.46005375030539947
4143,0.45981173062997827
4194,0.46065808297567956
4244,0.4597078228086711
4294,0.46064275733581744
4345,0.4598388952819332
4395,0.4600682593856656
4446,0.46153846153846156
4496,0.4608540925266904
4546,0.460624725032996
4597,0.4611703284750925
4647,0.4585754250053798
4698,0.45913154533844186
4748,0.46040438079191237
4798,0.4585243851604835
4849,0.4572076716848834
4899,0.45744029393753827
4950,0.45696969696969697
5000,0.45759999999999995
