sample,D
1,0.014399999999999968
2,0.005199999999999982
3,0.009599999999999942
4,0.017000000000000015
5,0.020399999999999974
6,0.014600000000000002
7,0.023799999999999932
8,0.01640000000000008
9,0.01760000000000006
10,0.013000000000000012
11,0.01739999999999997
12,0.01959999999999995
13,0.012400000000000078
14,0.0041999999999999815
15,0.03159999999999996
16,0.020000000000000018
17,0.027800000000000047
18,0.00940000000000002
19,0.021399999999999975
20,0.026000000000000023
21,0.016199999999999992
22,0.009200000000000041
23,0.018799999999999983
24,0.01979999999999993
25,0.023400000000000032
26,0.01739999999999997
27,0.02960000000000007
28,0.021399999999999975
29,0.011599999999999944
30,0.011800000000000033
31,0.030600000000000016
32,0.025999999999999968
33,0.02760000000000007
34,0.011599999999999944
35,0.022800000000000042
36,0.01979999999999993
37,0.010199999999999987
38,0.01680000000000001
39,0.020999999999999963
40,0.014600000000000057
41,0.028600000000000014
42,0.020199999999999996
43,0.026799999999999935
44,0.01040000000000002
45,0.019199999999999995
46,0.0194
47,0.026800000000000046
48,0.030600000000000016
49,0.012600000000000056
50,0.024800000000000044
51,0.025399999999999978
52,0.025399999999999978
53,0.019600000000000062
54,0.0232
55,0.020199999999999996
56,0.0262
57,0.0232
58,0.00720000000000004
59,0.030399999999999983
60,0.012999999999999956
61,0.019799999999999984
62,0.010199999999999987
63,0.027799999999999936
64,0.03520000000000001
65,0.03019999999999995
66,0.014599999999999946
67,0.0232
68,0.017199999999999993
69,0.023399999999999976
70,0.010599999999999998
71,0.020400000000000085
72,0.025400000000000034
73,0.02360000000000001
74,0.018199999999999994
75,0.022599999999999953
76,0.015800000000000036
77,0.012399999999999967
78,0.026800000000000046
79,0.024399999999999977
80,0.020199999999999996
81,0.02679999999999999
82,0.012800000000000034
83,0.013400000000000023
84,0.0116
85,0.009600000000000053
86,0.02099999999999999
87,0.021599999999999953
88,0.016600000000000004
89,0.018399999999999972
90,0.011199999999999988
91,0.016399999999999998
92,0.012399999999999967
93,0.010000000000000009
94,0.030200000000000005
95,0.017600000000000005
96,0.014399999999999996
97,0.019199999999999995
98,0.020199999999999996
99,0.018399999999999972
100,0.018799999999999983
101,0.016600000000000004
102,0.019400000000000084
103,0.017199999999999993
104,0.017800000000000038
105,0.014000000000000012
106,0.013399999999999995
107,0.015399999999999997
108,0.016400000000000026
109,0.016800000000000037
110,0.014399999999999968
111,0.013799999999999979
112,0.025000000000000022
113,0.024800000000000044
114,0.023599999999999954
115,0.019199999999999995
116,0.014000000000000012
117,0.019199999999999995
118,0.01679999999999998
119,0.009400000000000075
120,0.018399999999999972
121,0.018000000000000016
122,0.016000000000000014
123,0.021399999999999975
124,0.011200000000000002
125,0.006599999999999939
126,0.0218
127,0.02040000000000003
128,0.017400000000000027
129,0.012199999999999989
130,0.026800000000000046
131,0.020799999999999985
132,0.013800000000000007
133,0.009399999999999999
134,0.018399999999999972
135,0.012399999999999967
136,0.011400000000000077
137,0.01319999999999999
138,0.0242
139,0.013399999999999967
140,0.009599999999999997
141,0.013800000000000007
142,0.011200000000000002
143,0.008199999999999985
144,0.011400000000000077
145,0.014999999999999986
146,0.009800000000000003
147,0.011799999999999977
148,0.00739999999999999
149,0.00979999999999999
150,0.01200000000000001
151,0.008199999999999985
152,0.013000000000000012
153,0.016000000000000014
154,0.013600000000000001
155,0.008200000000000013
156,0.010800000000000004
157,0.008000000000000007
158,0.009600000000000053
159,0.006200000000000004
160,0.018000000000000016
161,0.00820000000000004
162,0.014000000000000012
163,0.012999999999999998
164,0.005599999999999938
165,0.003599999999999999
166,0.009199999999999986
167,0.006000000000000005
168,0.02059999999999995
169,0.005599999999999994
170,0.01319999999999999
171,0.009200000000000014
172,0.010599999999999998
173,0.0031999999999999945
174,0.013600000000000056
175,0.010400000000000076
176,0.01419999999999999
177,0.00539999999999996
178,0.010200000000000098
179,0.013800000000000034
180,0.009599999999999997
181,0.006000000000000005
182,0.009400000000000075
183,0.014000000000000012
184,0.007399999999999962
185,0.019399999999999973
186,0.0043999999999999595
187,0.005400000000000071
188,0.009199999999999986
189,0.014600000000000057
190,0.00539999999999996
191,0.007199999999999998
192,0.014800000000000035
193,0.007199999999999984
194,0.009199999999999986
195,0.013000000000000012
196,0.016600000000000004
197,0.014400000000000024
198,0.011400000000000077
199,0.0050000000000000044
200,0.014600000000000057
201,0.0046000000000000485
202,0.017799999999999983
203,0.009800000000000031
204,0.006199999999999983
205,0.009200000000000014
206,0.007999999999999896
207,0.020000000000000018
208,0.00739999999999999
209,0.013399999999999995
210,0.012199999999999989
211,0.01100000000000001
212,0.013399999999999995
213,0.010399999999999965
214,0.012800000000000006
215,0.0119999999999999
216,0.008399999999999963
217,0.007400000000000073
218,0.00979999999999992
219,0.007599999999999996
220,0.006400000000000072
221,0.009400000000000006
222,0.0068000000000000005
223,0.013600000000000001
224,0.007399999999999962
225,0.0050000000000000044
226,0.011800000000000033
227,0.006799999999999973
228,0.003599999999999999
229,0.006199999999999997
230,0.009799999999999975
231,0.01200000000000001
232,0.009199999999999986
233,0.016799999999999995
234,0.010199999999999987
235,0.00720000000000004
236,0.008199999999999985
237,0.015600000000000058
238,0.007599999999999996
239,0.018199999999999994
240,0.014600000000000002
241,0.010199999999999987
242,0.009799999999999975
243,0.006000000000000005
244,0.01319999999999999
245,0.006199999999999983
246,0.009000000000000008
247,0.016600000000000004
248,0.01580000000000001
249,0.008800000000000002
250,0.020199999999999996
251,0.008199999999999985
252,0.005199999999999982
253,0.0048000000000000265
254,0.014599999999999946
255,0.0048000000000000265
256,0.00880000000000003
257,0.00539999999999996
258,0.017400000000000082
259,0.013799999999999923
260,0.01200000000000001
261,0.019799999999999984
262,0.008
263,0.011400000000000021
264,0.007000000000000006
265,0.007000000000000006
266,0.009000000000000008
267,0.008000000000000007
268,0.006599999999999995
269,0.01419999999999999
270,0.007400000000000073
271,0.005800000000000027
272,0.014400000000000024
273,0.01419999999999999
274,0.02040000000000003
275,0.01319999999999999
276,0.020399999999999974
277,0.008000000000000007
278,0.019799999999999984
279,0.013400000000000023
280,0.011799999999999922
281,0.0048000000000000265
282,0.018000000000000016
283,0.015200000000000047
284,0.011200000000000015
285,0.007400000000000073
286,0.009000000000000008
287,0.011799999999999977
288,0.009600000000000053
289,0.010800000000000032
290,0.014600000000000057
291,0.013799999999999979
292,0.0092
293,0.015799999999999925
294,0.01419999999999999
295,0.019600000000000006
296,0.009000000000000008
297,0.016600000000000004
298,0.0232
299,0.015399999999999997
300,0.02100000000000002
301,0.00979999999999992
302,0.0126
303,0.011600000000000055
304,0.012400000000000022
305,0.008400000000000074
306,0.01419999999999999
307,0.007399999999999962
308,0.013800000000000034
309,0.024399999999999977
310,0.008000000000000007
311,0.009599999999999942
312,0.006599999999999995
313,0.013600000000000001
314,0.017400000000000027
315,0.00739999999999999
316,0.011799999999999977
317,0.014200000000000101
318,0.013800000000000034
319,0.009000000000000008
320,0.012199999999999989
321,0.011599999999999944
322,0.013400000000000079
323,0.008400000000000019
324,0.01940000000000003
325,0.01479999999999998
326,0.007800000000000029
327,0.012399999999999967
328,0.01580000000000001
329,0.012400000000000008
330,0.010000000000000009
331,0.019199999999999995
332,0.015800000000000036
333,0.029400000000000037
334,0.008000000000000007
335,0.012400000000000078
336,0.006000000000000005
337,0.010799999999999976
338,0.014600000000000002
339,0.017800000000000038
340,0.011199999999999988
341,0.013799999999999979
342,0.017000000000000015
343,0.015600000000000003
344,0.0047999999999999154
345,0.008400000000000019
346,0.01940000000000003
347,0.01319999999999999
348,0.020199999999999996
349,0.013600000000000001
350,0.010800000000000032
351,0.0052000000000000934
352,0.014799999999999924
353,0.021600000000000008
354,0.011800000000000033
355,0.021799999999999986
356,0.010199999999999987
357,0.028799999999999937
358,0.008600000000000052
359,0.011799999999999922
360,0.01539999999999997
361,0.012399999999999967
362,0.013800000000000034
363,0.023599999999999982
364,0.016599999999999948
365,0.02099999999999999
366,0.00880000000000003
367,0.010800000000000032
368,0.021799999999999986
369,0.008799999999999919
370,0.015600000000000003
371,0.012199999999999989
372,0.013799999999999923
373,0.010600000000000026
374,0.0038000000000000256
375,0.009800000000000031
376,0.014400000000000024
377,0.014599999999999946
378,0.017600000000000005
379,0.022800000000000042
380,0.016800000000000037
381,0.015600000000000003
382,0.010599999999999943
383,0.017000000000000015
384,0.006599999999999939
385,0.013400000000000023
386,0.011200000000000099
387,0.015600000000000058
388,0.011400000000000077
389,0.016200000000000048
390,0.01579999999999998
391,0.012200000000000003
392,0.0126
393,0.007199999999999984
394,0.012999999999999984
395,0.015600000000000003
396,0.026800000000000046
