traces_per_group,max_abs_t
10,5.858176344750087
60,9.258055656830647
111,11.985290470933274
161,13.455273715908627
212,15.32632947089886
262,17.02334202086732
312,17.743143190637923
363,19.05690590353722
413,19.743915758295465
464,21.25673728882595
514,22.561044684145852
564,23.241818305454963
615,24.086266745979664
665,24.72192382074235
716,26.029647667159903
766,26.99082131028476
816,27.417027750128472
867,28.565073797217238
917,29.037225156003302
968,30.007645473155918
1018,30.91623497602247
1068,31.624338340278186
1119,32.327637814029984
1169,33.15992339529568
1220,33.48256726477623
1270,34.60996288387362
1321,35.173830651613365
1371,35.58776803930127
1421,35.359390520591035
1472,36.216438622712715
1522,36.59200251412599
1573,36.75307345281637
1623,36.95533219398331
1673,37.352150641353866
1724,38.11053281587179
1774,38.57053459247644
1825,39.63992251948385
1875,40.29967100756595
1925,40.510327476444026
1976,41.10533968300752
2026,41.683251764667475
2077,42.12737610085946
2127,42.83551503599197
2177,42.95424306189157
2228,43.487316096750064
2278,43.789122460746434
2329,44.13089405105025
2379,44.729861653269346
2429,45.438550866454534
2480,45.78125447566361
2530,46.127721589982244
2581,46.3345549264528
2631,46.602159844648725
2681,46.62672865828593
2732,47.18791419282159
2782,47.79821648398777
2833,48.38348320578554
2883,49.0010141422624
2933,49.64456417890955
2984,50.231408695798535
3034,51.001179177040214
3085,51.56517199888133
3135,51.71357928401275
3185,52.06079890154857
3236,52.35739158787849
3286,52.69821554045029
3337,53.349139385364815
3387,53.55608629796407
3437,53.9980550242416
3488,54.433969455018726
3538,54.50184765486922
3589,55.10665435134238
3639,55.148005925878856
3689,55.78790890505166
3740,56.362118206680684
3790,56.66866829100331
3841,57.018884814271416
3891,57.22212079589422
3942,57.50238175340674
3992,57.98678342340087
4042,57.88119600353847
4093,58.39122045703085
4143,58.5951294782373
4194,58.91989583438361
4244,59.03627709401517
4294,59.494530365445456
4345,59.84447873847992
4395,60.06220375661145
4446,60.28012393495451
4496,60.89000607976353
4546,61.238573657463256
4597,61.52311508210924
4647,61.75297605077752
4698,62.06110534467751
4748,62.383058549943556
4798,62.93633850873583
4849,63.34700064054103
4899,63.624867113321784
4950,63.84706669603649
5000,64.29320614144531
