sample,D
1,0.34099999999999997
2,0.16400000000000003
3,0.22799999999999998
4,0.16699999999999998
5,0.26400000000000007
6,0.26399999999999996
7,0.283
8,0.246
9,0.30499999999999994
10,0.285
11,0.31300000000000006
12,0.29600000000000004
13,0.32199999999999995
14,0.27999999999999997
15,0.284
16,0.30099999999999993
17,0.30500000000000005
18,0.321
19,0.263
20,0.27899999999999997
21,0.30800000000000005
22,0.33499999999999996
23,0.321
24,0.26799999999999996
25,0.314
26,0.23299999999999998
27,0.315
28,0.268
29,0.32
30,1.0
31,1.0
32,0.999
33,0.996
34,0.989
35,0.9259999999999999
36,0.75
37,0.453
38,0.7360000000000001
39,0.427
40,0.23099999999999998
41,0.04700000000000004
42,0.05600000000000005
43,0.06899999999999995
44,0.19500000000000006
45,0.30600000000000005
46,0.34800000000000003
47,0.39
48,0.38099999999999995
49,0.44600000000000006
50,0.381
51,0.45999999999999996
52,0.415
53,0.47800000000000004
54,0.972
55,0.943
56,0.7949999999999999
57,0.522
58,0.2929999999999999
59,0.061
60,0.14799999999999996
61,0.28800000000000003
62,0.35900000000000004
63,0.41600000000000004
64,0.434
65,0.46799999999999997
66,0.43699999999999994
67,0.43200000000000005
68,0.423
69,0.45099999999999996
70,0.522
71,0.473
72,0.43500000000000005
73,0.48000000000000004
74,0.485
75,0.507
76,0.46599999999999997
77,0.484
78,0.474
79,0.475
80,0.4610000000000001
81,0.466
82,0.47500000000000003
83,0.474
84,0.436
85,0.443
86,0.514
87,0.4630000000000001
88,0.4580000000000001
89,0.43799999999999994
90,0.25599999999999995
91,0.07499999999999998
92,0.055999999999999994
93,0.177
94,0.256
95,0.31200000000000006
96,0.2869999999999999
97,0.377
98,0.403
99,0.398
100,0.34400000000000003
101,0.39499999999999996
102,0.43300000000000005
103,0.41900000000000004
104,0.404
105,0.43400000000000005
106,0.907
107,0.829
108,0.677
109,0.493
110,0.46799999999999997
111,0.248
112,0.049000000000000044
113,0.09300000000000008
114,0.524
115,0.262
116,0.11299999999999999
117,0.068
118,0.08499999999999996
119,0.21900000000000003
120,0.25299999999999995
121,0.32499999999999996
122,0.34199999999999997
123,0.378
124,0.34600000000000003
125,0.387
126,0.38699999999999996
127,0.438
128,0.42000000000000004
129,0.446
130,0.476
131,0.42200000000000004
132,0.44099999999999995
133,0.447
134,0.9329999999999999
135,0.862
136,0.727
137,0.531
138,0.845
139,0.649
140,0.40099999999999997
141,0.16699999999999998
142,0.999
143,0.993
144,0.974
145,0.875
146,0.938
147,0.8160000000000001
148,0.577
149,0.19299999999999995
150,0.09600000000000003
151,0.19499999999999995
152,0.25799999999999995
153,0.398
154,0.44999999999999996
155,0.498
156,0.46799999999999997
157,0.493
158,0.534
159,0.506
160,0.49800000000000005
161,0.5429999999999999
162,0.995
163,0.982
164,0.9299999999999999
165,0.75
166,0.849
167,0.6
168,0.341
169,0.02200000000000002
170,0.018000000000000016
171,0.22999999999999998
172,0.295
173,0.419
174,0.38
175,0.47200000000000003
176,0.44100000000000006
177,0.5349999999999999
178,0.98
179,0.946
180,0.767
181,0.462
182,0.8190000000000001
183,0.51
184,0.19099999999999995
185,0.04199999999999998
186,0.08000000000000007
187,0.241
188,0.329
189,0.429
190,0.999
191,0.999
192,0.994
193,0.969
194,0.9269999999999999
195,0.627
196,0.339
197,0.064
198,1.0
199,1.0
200,1.0
201,0.997
202,0.993
203,0.955
204,0.7929999999999999
205,0.43300000000000005
206,0.404
207,0.02100000000000002
208,0.22400000000000003
209,0.43100000000000005
210,0.504
211,0.5760000000000001
212,0.594
213,0.667
214,0.5980000000000001
215,0.658
216,0.708
217,0.751
218,0.562
219,0.7030000000000001
220,0.705
221,0.791
222,0.613
223,0.75
224,0.725
225,0.7709999999999999
226,0.704
227,0.741
228,0.728
229,0.744
230,0.7829999999999999
231,0.75
232,0.734
233,0.75
234,0.752
235,0.72
236,0.741
237,0.736
238,0.767
239,0.744
240,0.7150000000000001
241,0.734
242,0.729
243,0.72
244,0.6639999999999999
245,0.715
246,0.728
247,0.678
248,0.662
249,0.709
250,0.6960000000000001
251,0.652
252,0.6659999999999999
253,0.672
254,0.73
255,0.661
256,0.6910000000000001
257,0.665
258,0.68
259,0.642
260,0.625
261,0.651
262,0.6160000000000001
263,0.618
264,0.614
265,0.662
266,0.5700000000000001
267,0.618
268,0.5810000000000001
269,0.625
270,0.5089999999999999
271,0.585
272,0.54
273,0.64
274,0.5730000000000001
275,0.561
276,0.545
277,0.5850000000000001
278,0.6000000000000001
279,0.5780000000000001
280,0.5559999999999999
281,0.584
282,0.502
283,0.518
284,0.5309999999999999
285,0.5559999999999999
286,0.495
287,0.522
288,0.516
289,0.5429999999999999
290,0.516
291,0.552
292,0.464
293,0.5419999999999999
294,0.5249999999999999
295,0.5419999999999999
296,0.47300000000000003
297,0.547
298,0.499
299,0.463
300,0.465
301,0.508
302,0.471
303,0.43899999999999995
304,0.478
305,0.466
306,0.491
307,0.48600000000000004
308,0.45299999999999996
309,0.5030000000000001
310,0.42200000000000004
311,0.445
312,0.4159999999999999
313,0.502
314,0.32
315,0.41
316,0.37900000000000006
317,0.4630000000000001
318,0.3539999999999999
319,0.42500000000000004
320,0.39399999999999996
321,0.427
322,0.364
323,0.389
324,0.407
325,0.401
326,0.36900000000000005
327,0.363
328,0.41700000000000004
329,0.409
330,0.44599999999999995
331,0.409
332,0.382
333,0.41000000000000003
334,0.338
335,0.39699999999999996
336,0.35
337,0.415
338,0.301
339,0.36800000000000005
340,0.339
341,0.38099999999999995
342,0.35900000000000004
343,0.388
344,0.345
345,0.376
346,0.38999999999999996
347,0.32399999999999995
348,0.368
349,0.36500000000000005
350,0.41400000000000003
351,0.334
352,0.371
353,0.33299999999999996
354,0.361
355,0.31499999999999995
356,0.32499999999999996
357,0.33899999999999997
358,0.27899999999999997
359,0.32199999999999995
360,0.278
361,0.352
362,0.23299999999999993
363,0.29599999999999993
364,0.279
365,0.35
366,0.28300000000000003
367,0.31399999999999995
368,0.305
369,0.32799999999999996
370,0.289
371,0.2750000000000001
372,0.29000000000000004
373,0.26499999999999996
374,0.29900000000000004
375,0.239
376,0.28300000000000003
377,0.27999999999999997
378,0.27699999999999997
379,0.27699999999999997
380,0.27499999999999997
381,0.261
382,0.268
383,0.279
384,0.251
385,0.309
386,0.242
387,0.28400000000000003
388,0.24900000000000005
389,0.288
390,0.26099999999999995
391,0.26699999999999996
392,0.241
393,0.24799999999999994
394,0.28200000000000003
395,0.236
396,0.26700000000000007
397,0.26300000000000007
398,0.271
399,0.20300000000000007
400,0.26500000000000007
401,0.23400000000000004
402,0.24200000000000005
403,0.21200000000000008
404,0.21399999999999997
405,0.25700000000000006
406,0.257
407,0.235
408,0.20400000000000001
409,0.235
410,0.2
411,0.255
412,0.23100000000000004
413,0.25499999999999995
414,0.15400000000000003
415,0.199
416,0.22599999999999998
417,0.22999999999999998
418,0.21200000000000002
419,0.18700000000000006
420,0.20800000000000002
421,0.20699999999999996
422,0.24599999999999994
423,0.183
424,0.20299999999999999
425,0.21500000000000002
426,0.203
427,0.19400000000000006
428,0.21699999999999997
429,0.21600000000000003
430,0.21000000000000002
431,0.21599999999999997
432,0.19799999999999998
433,0.24300000000000005
434,0.20700000000000002
435,0.22599999999999998
436,0.20400000000000001
437,0.21099999999999997
438,0.22099999999999997
439,0.19899999999999995
440,0.19999999999999996
441,0.207
442,0.24
443,0.16800000000000004
444,0.22299999999999998
445,0.189
446,0.21799999999999997
447,0.15199999999999997
448,0.20199999999999996
449,0.211
450,0.20800000000000002
451,0.186
452,0.16300000000000003
453,0.201
454,0.14100000000000001
455,0.189
456,0.14699999999999996
457,0.21599999999999997
458,0.14700000000000002
459,0.18599999999999994
460,0.15200000000000002
461,0.20699999999999996
462,0.14100000000000001
463,0.18300000000000005
464,0.15399999999999991
465,0.16100000000000003
466,0.14900000000000002
467,0.11999999999999997
468,0.18000000000000005
469,0.15300000000000002
470,0.196
471,0.15900000000000003
472,0.17100000000000004
473,0.176
474,0.15199999999999997
475,0.16100000000000003
476,0.1519999999999999
477,0.202
478,0.16700000000000004
479,0.18100000000000005
480,0.15200000000000002
481,0.20900000000000007
482,0.124
483,0.15299999999999997
484,0.12799999999999995
485,0.16300000000000003
486,0.124
487,0.1409999999999999
488,0.181
489,0.14199999999999996
490,0.16700000000000004
491,0.119
492,0.16100000000000003
493,0.126
494,0.194
495,0.16200000000000003
496,0.15499999999999997
497,0.15400000000000003
498,0.193
499,0.14500000000000002
500,0.15900000000000003
501,0.18
502,0.13999999999999996
503,0.193
504,0.125
505,0.15200000000000002
506,0.13999999999999999
507,0.15999999999999998
508,0.122
509,0.185
510,0.14699999999999996
511,0.14300000000000002
512,0.131
513,0.11200000000000004
514,0.18400000000000005
515,0.14200000000000002
516,0.15599999999999997
517,0.137
518,0.181
519,0.10999999999999999
520,0.11599999999999999
521,0.14999999999999997
522,0.14600000000000007
523,0.128
524,0.09800000000000003
525,0.1529999999999999
526,0.14200000000000002
527,0.14900000000000002
528,0.11600000000000005
529,0.16599999999999993
530,0.122
531,0.126
532,0.10299999999999998
533,0.15300000000000002
534,0.07799999999999996
535,0.08600000000000002
536,0.10999999999999999
537,0.1269999999999999
538,0.14800000000000002
539,0.10299999999999998
540,0.15600000000000003
541,0.129
542,0.15
543,0.10099999999999998
544,0.127
545,0.128
546,0.128
547,0.136
548,0.118
549,0.15599999999999997
550,0.13899999999999996
551,0.15000000000000002
552,0.10299999999999998
553,0.137
554,0.11599999999999999
555,0.14799999999999996
556,0.11299999999999999
557,0.122
