traces_per_group,max_D
10,0.8
60,0.5833333333333333
111,0.5225225225225225
161,0.546583850931677
212,0.5235849056603774
262,0.5152671755725191
312,0.5032051282051282
363,0.5068870523415978
413,0.48668280871670705
464,0.48491379310344823
514,0.4961089494163425
564,0.4946808510638298
615,0.48617886178861786
665,0.4766917293233083
716,0.48324022346368717
766,0.4947780678851175
816,0.49387254901960786
867,0.4901960784313726
917,0.4929116684841876
968,0.49586776859504134
1018,0.4950884086444008
1068,0.49438202247191015
1119,0.4959785522788204
1169,0.4995722840034218
1220,0.49590163934426235
1270,0.49921259842519683
1321,0.49507948523845574
1371,0.4886943836615609
1421,0.48698099929627026
1472,0.48641304347826086
1522,0.48423127463863336
1573,0.48696757787666883
1623,0.4904497843499692
1673,0.4865511057979677
1724,0.4924593967517401
1774,0.49267192784667413
1825,0.4926027397260274
1875,0.496
1925,0.49506493506493504
1976,0.49797570850202433
2026,0.49555774925962487
2077,0.49253731343283585
2127,0.4917724494593324
2177,0.4942581534221405
2228,0.49640933572710955
2278,0.4934152765583845
2329,0.4950622584800344
2379,0.4943253467843632
2429,0.49608892548373823
2480,0.4955645161290323
2530,0.49407114624505927
2581,0.493994575745835
2631,0.4925883694412771
2681,0.494964565460649
2732,0.4948755490483162
2782,0.496764917325665
2833,0.49770561242499123
2883,0.49843912591050993
2933,0.4981247869076031
2984,0.4993297587131368
3034,0.5003295978905735
3085,0.5011345218800648
3135,0.5014354066985646
3185,0.5014128728414443
3236,0.5024721878862793
3286,0.503043213633597
3337,0.5040455498951153
3387,0.5033953351048126
3437,0.5027640384055863
3488,0.5037270642201834
3538,0.5014132278123233
3589,0.5029256060183895
3639,0.5006870019236054
3689,0.5014909189482244
3740,0.5008021390374331
3790,0.5002638522427441
3841,0.49908877896381154
3891,0.49704446157800053
3942,0.4977168949771689
3992,0.49649298597194386
4042,0.496041563582385
4093,0.496701685805033
4143,0.49794834660873766
4194,0.49690033381020504
4244,0.49764373232799247
4294,0.49836981835118777
4345,0.4973532796317606
4395,0.4978384527872582
4446,0.49775078722447147
4496,0.4995551601423488
4546,0.4984601847778266
4597,0.4990211007178595
4647,0.4979556703249408
4698,0.49872286079182626
4748,0.4974726200505476
4798,0.49729053772405174
4849,0.49680346463188285
4899,0.49663196570728724
4950,0.4967676767676768
5000,0.4978
