sample,t_value
1,0.017213704275674833
2,-0.3980429496848582
3,0.3643950577535224
4,-0.04810209245332818
5,-0.5888969431376586
6,-0.12738002315282834
7,-0.2655923126768081
8,0.4625849567056164
9,-1.0387067294630659
10,-0.13575419777450917
11,-0.17216557511301858
12,-0.14206028196880474
13,-0.48845221489738255
14,-0.11880572261676711
15,0.5670833003917574
16,-0.321046705284396
17,-0.4417966202227051
18,-0.23257043463077517
19,0.4244194638706069
20,-0.0780115277823837
21,0.6148543329964911
22,0.162493592865317
23,1.165296930364339
24,-0.7272741661352788
25,0.8945239359800419
26,0.9203245894347547
27,0.6027290912777774
28,0.11891408856180778
29,-0.1473740707357251
30,0.8569874148675434
31,0.7312870855904432
32,1.8247754423997407
33,0.7500035643771531
34,0.5917376054562943
35,0.7473908121392876
36,0.31306637371878926
37,0.8615155896298875
38,0.22358793679414699
39,0.5142169741062228
40,0.34468245242797196
41,0.6242825573701163
42,0.10032086497678058
43,0.986164863831097
44,0.52882338798412
45,1.6655154620037935
46,0.17142046361800184
47,1.1302929812623543
48,0.8848101555437741
49,0.5709164457495768
50,0.03893482821257096
51,1.0533229637158317
52,0.9977073184283856
53,0.8962395750227771
54,0.8862273235775833
55,0.6491645946708648
56,1.364095783094502
57,0.40107631194794563
58,1.8888192926867955
59,1.4334689152803999
60,1.5547259249730578
61,0.2837082400831
62,1.3170535977280537
63,0.5726024269520262
64,0.9244200451074679
65,0.9874629325807669
66,1.0122334118560146
67,1.766846483949536
68,1.2779926787082332
69,1.0480452032619723
70,1.0526712678461274
71,1.013478564799657
72,0.5322626519204837
73,0.060831330759795396
74,0.7364594585940806
75,0.03476329936443419
76,0.24624871028936685
77,-0.053760062700996696
78,1.1624416440987189
79,0.5220848423356806
80,1.1484282829717944
81,0.531207134302242
82,3.0882110067980713
83,0.5068840830535696
84,0.9997513290420866
85,0.6749599511496844
86,1.7490362410956712
87,0.20323493618907992
88,1.2327776147095786
89,1.1709843736602068
90,0.8293582048592499
91,1.4026411515163872
92,0.4555670892975192
93,0.9012313750332478
