traces_per_group,max_abs_t
10,5.326739111632211
60,9.599065453592928
111,12.100754908296606
161,14.042160116244585
212,16.338199007262194
262,18.76614194823314
312,18.972476583016633
363,19.874368119175795
413,20.319753463810322
464,21.316769334429733
514,22.798947859217236
564,24.063156789146248
615,25.28297886597178
665,26.16744440942988
716,27.515567356778345
766,28.32825697865841
816,28.68573972463418
867,29.67021152230466
917,30.238613497545245
968,31.04730944896953
1018,31.74836275801293
1068,32.73590151917866
1119,33.40037240463562
1169,34.426948693812975
1220,34.69245551490148
1270,35.68242906844577
1321,36.07819817957119
1371,36.52283902300002
1421,36.457501169223654
1472,37.3239857631476
1522,37.58380309241625
1573,37.902493729615244
1623,38.714369132126656
1673,39.53481182602975
1724,40.443310180677855
1774,41.12953806485167
1825,41.98637459318165
1875,42.77079383773038
1925,43.1567112959354
1976,43.84181290948436
2026,44.206747932479765
2077,44.76156068212934
2127,45.22221193454198
2177,45.29750095238713
2228,45.588923659617386
2278,45.89637421108012
2329,46.487179009741155
2379,46.98354254113552
2429,47.64281749743097
2480,48.103005474472184
2530,48.777519270931734
2581,49.30053593844464
2631,49.5921194343339
2681,50.09055175859773
2732,50.63530170833798
2782,51.28249854165592
2833,51.82313226902602
2883,52.578190501065784
2933,52.792906357288295
2984,53.45358641247203
3034,54.065241756131364
3085,54.46867183582802
3135,55.29188112264922
3185,55.44531003072337
3236,56.25223298289452
3286,56.70268938145595
3337,57.37131070261756
3387,57.91358601780945
3437,58.03918338101459
3488,58.53929832920207
3538,58.88722764190215
3589,59.363848637860386
3639,59.74327465489224
3689,60.43690575847754
3740,60.885965266790386
3790,61.13815716313687
3841,61.48076738761353
3891,61.607248697400564
3942,62.09714638982815
3992,62.1867552060728
4042,62.327176593218006
4093,62.616692816851774
4143,62.81184315046032
4194,63.210712021553135
4244,63.59726408286124
4294,63.84171742265406
4345,64.33867232448866
4395,64.75320629501361
4446,65.12195305892715
4496,65.79255120782365
4546,66.13233107769784
4597,66.23178725394216
4647,66.55193438170684
4698,66.9109185308368
4748,67.11906801473864
4798,67.61542660383108
4849,67.80443158292493
4899,67.85847280549642
4950,68.15069224176274
5000,68.61485679920764
