traces_per_group,max_D
10,0.8
60,0.6166666666666667
111,0.6036036036036037
161,0.5403726708074534
212,0.5424528301886793
262,0.5076335877862594
312,0.49358974358974356
363,0.49586776859504134
413,0.4721549636803874
464,0.4633620689655172
514,0.47276264591439693
564,0.4716312056737588
615,0.46991869918699186
665,0.4631578947368421
716,0.46927374301675984
766,0.4778067885117494
816,0.4791666666666667
867,0.47866205305651677
917,0.4743729552889858
968,0.47314049586776863
1018,0.4774066797642436
1068,0.4794007490636705
1119,0.48346738159070596
1169,0.4833190761334474
1220,0.4811475409836065
1270,0.4826771653543307
1321,0.48523845571536717
1371,0.47921225382932164
1421,0.48135116115411686
1472,0.4836956521739131
1522,0.485545335085414
1573,0.487603305785124
1623,0.4861367837338263
1673,0.48655110579796773
1724,0.4895591647331786
1774,0.4875986471251409
1825,0.48876712328767125
1875,0.4885333333333333
1925,0.48831168831168825
1976,0.4893724696356275
2026,0.4837117472852912
2077,0.4814636494944632
2127,0.48283968030089325
2177,0.4823151125401929
2228,0.4838420107719928
2278,0.4846356453028973
2329,0.4843280377844568
2379,0.4829760403530895
2429,0.48456154796212436
2480,0.480241935483871
2530,0.48102766798418967
2581,0.4839209608678806
2631,0.4849866970733562
2681,0.48526669153301005
2732,0.4868228404099561
2782,0.48777857656362333
2833,0.4878220967172609
2883,0.4873395768296913
2933,0.488237299693147
2984,0.48961126005361927
3034,0.48978246539222153
3085,0.4901134521880065
3135,0.4909090909090909
3185,0.4907378335949764
3236,0.49042027194066745
3286,0.4902617163724894
3337,0.49086005394066534
3387,0.4898139946855624
3437,0.48908932208321215
3488,0.48996559633027525
3538,0.48812888637648383
3589,0.4889941487879632
3639,0.4880461665292663
3689,0.48875033884521546
3740,0.4871657754010695
3790,0.48575197889182065
3841,0.48529028898724297
3891,0.4831662811616551
3942,0.48173515981735165
3992,0.4814629258517034
4042,0.47921820880752103
4093,0.4786220376252138
4143,0.4798455225681873
4194,0.4816404387219838
4244,0.48209236569274266
4294,0.4818351187703773
4345,0.48239355581127735
4395,0.48304891922639365
4446,0.48268106162843005
4496,0.4828736654804271
4546,0.48284205895292565
4597,0.48357624537742006
4647,0.4835377663008393
4698,0.48361004682843767
4748,0.48209772535804546
4798,0.48207586494372656
4849,0.48092390183542993
4899,0.47785262298428255
4950,0.4777777777777778
5000,0.47900000000000004
