traces_per_group,max_abs_t
10,658.7125234663665
20,514.0065684219925
30,602.4830724334715
40,709.7347101966232
50,773.0024726992127
60,828.7910720782471
70,881.4028641632743
80,933.6150440707511
90,998.7335230331852
100,1040.9963877447954
110,1071.8404937373393
120,1142.089575021408
130,1187.3566496917642
140,1230.3701587889475
150,1276.5406446903712
160,1310.3384304264052
170,1361.5583567614437
180,1398.834289360678
190,1417.5566756371425
200,1442.3691500799846
210,1484.490209981476
220,1512.6753443156833
230,1554.2756194663637
240,1587.5061123390094
250,1608.8637899579392
260,1639.2377251828366
270,1661.9242758945536
280,1691.2232659612334
290,1729.1805661940289
300,1758.3720152000462
310,1787.005228897394
320,1809.7559656195162
330,1842.4661849769789
340,1868.5997246140391
350,1881.6829755799645
360,1895.724292790138
370,1906.8345423509033
380,1922.0978994443772
390,1942.379961380942
400,1966.644601103958
410,1989.3478264771302
420,2015.7102103320044
430,2037.9406421607034
440,2065.0044555315517
450,2088.037364269569
460,2115.745547936088
470,2141.9056961326373
480,2165.4276552996175
490,2183.864273491279
500,2208.3462831318125
510,2228.9243431812383
520,2242.984510189419
530,2266.4467333851385
540,2290.6279570450397
550,2303.8534870591407
560,2316.5875026747926
570,2341.7122774227564
580,2369.2945663800137
590,2391.215852250823
600,2409.1056236506583
610,2420.993042298472
620,2438.470580951146
630,2463.4666663055395
640,2482.9120444629048
650,2499.652332958701
660,2509.189802943145
670,2513.9065272024654
680,2524.720063454864
690,2546.4624705284714
700,2565.8636781775836
710,2590.5887789976964
720,2611.7332814161086
730,2629.061765082427
740,2640.822965045849
750,2656.1367934998316
760,2665.8385924019212
770,2669.676589598818
780,2681.867365899688
790,2699.4516475502705
800,2718.570553675795
810,2734.5261413787052
820,2745.125426222368
830,2757.156430667693
840,2767.107527126726
850,2772.248372612879
860,2789.272923836946
870,2801.3273853041187
880,2816.6184780548197
890,2827.562410438159
900,2843.7523228737873
910,2858.5327913874416
920,2879.390670136946
930,2887.9963612462006
940,2908.861572249181
950,2920.6301425546976
960,2921.7142907862767
970,2935.586227008081
980,2946.2693188355915
990,2961.9725666217164
1000,2972.0755961159134
