traces_per_group,max_abs_t
10,5.181896833643115
60,9.281015098144445
111,11.873875933360427
161,13.404071796361379
212,15.161628035689386
262,17.789984975122465
312,18.3254549231369
363,18.994303429571147
413,19.164498137984385
464,20.611094032466166
514,21.887802213972382
564,23.219775273997605
615,24.193899216503823
665,24.84363249586497
716,26.056581825172394
766,27.126743187738892
816,27.544784481876434
867,27.783933412183575
917,28.66870964517559
968,29.673047211184866
1018,30.57159059269247
1068,31.501116285646173
1119,32.1944758329376
1169,32.591982927396245
1220,33.03945292477995
1270,33.631922490322815
1321,34.0286119160325
1371,34.631184536280415
1421,35.14050493886825
1472,35.46841951424163
1522,36.1402340270761
1573,36.48788467256409
1623,37.232578543506975
1673,37.785541817153906
1724,38.84993104479108
1774,39.27292069871834
1825,39.80014116106073
1875,39.960620958637776
1925,40.281395142924126
1976,41.03454765259406
2026,41.45389906406308
2077,42.210578405448004
2127,42.7007381402577
2177,42.970932264039504
2228,43.458263987757114
2278,43.74879221549384
2329,44.26770254700029
2379,44.563266401115406
2429,45.296997186339084
2480,45.67872681964775
2530,46.25188381277835
2581,46.75864646563134
2631,46.9720518521474
2681,47.1884578668938
2732,47.676054866029375
2782,48.41809375974093
2833,48.965409052414685
2883,49.40576216898083
2933,49.64078424104933
2984,49.97481536581737
3034,50.622489731882204
3085,51.1565169793564
3135,51.75622117030388
3185,51.82595207492478
3236,52.368135245426785
3286,52.69889045392415
3337,53.33041382739054
3387,53.7672545972082
3437,53.911571464768016
3488,54.33370453417403
3538,54.561994268081314
3589,55.04834196512143
3639,55.390666957946195
3689,56.04845632358462
3740,56.56550458591729
3790,56.6668241958171
3841,56.872306862819116
3891,57.11323963067909
3942,57.653891742708524
3992,57.95034615892181
4042,58.15422238071395
4093,58.52339442822987
4143,59.07380522562531
4194,59.55832275753677
4244,59.855385529542275
4294,60.24769866519339
4345,60.67022428655289
4395,61.111974542148374
4446,61.575308493470715
4496,62.200987429843835
4546,62.64831230781009
4597,63.03547431070958
4647,63.24810795762552
4698,63.54803989768679
4748,63.64954854265703
4798,64.0225858225144
4849,64.29869360428526
4899,64.33655056868704
4950,64.67146452288983
5000,65.1285305563475
