"sample","ks"
553,0.0779879397148942
554,0.0186493786260414
555,0.0467805240267317
556,0.0342061672283376
557,0.0586449722972476
558,0.0398119966381343
559,0.0427658689035585
560,0.0458298993888258
561,0.030570945973513
562,0.0381025042635311
563,0.0592610423415557
564,0.0721903534038889
565,0.0365602891857267
566,0.0574291519449045
567,0.0318234857324705
568,0.0561480526474692
569,0.0281556250050999
570,0.0376292319116122
571,0.0368214049660957
572,0.0435818557172116
573,0.0822106714755489
574,0.0386900147693613
575,0.0912599652389617
576,0.0382167424174425
577,0.0317500469192417
578,0.0347610382616216
579,0.114752225604034
580,0.0345284820197305
581,0.0490856867753017
582,0.0408319801552006
583,0.0527127481619897
584,0.0672005940384003
585,0.0464255697627926
586,0.0606033406500151
587,0.0220275640345652
588,0.0626514675522843
589,0.0281393052688268
590,0.0324558755130516
591,0.0279516283016867
592,0.0680125009179851
593,0.0357116628995275
594,0.0337736942171014
595,0.0330433860188819
596,0.0742915194490456
597,0.0318194057984023
598,0.0244306452007735
599,0.0480493835219623
