traces_per_group,max_D
10,0.8
60,0.55
111,0.5585585585585585
161,0.5403726708074534
212,0.5377358490566038
262,0.5267175572519084
312,0.516025641025641
363,0.5151515151515151
413,0.5060532687651331
464,0.4892241379310345
514,0.4883268482490273
564,0.4804964539007093
615,0.4682926829268293
665,0.4661654135338346
716,0.47067039106145253
766,0.4699738903394256
816,0.46446078431372545
867,0.4705882352941177
917,0.4700109051254089
968,0.47210743801652894
1018,0.4744597249508841
1068,0.4719101123595506
1119,0.4709562109025916
1169,0.47305389221556887
1220,0.4729508196721311
1270,0.474015748031496
1321,0.4731264193792582
1371,0.47118891320204226
1421,0.4729064039408867
1472,0.4741847826086956
1522,0.4776609724047306
1573,0.47298156389065477
1623,0.47258163894023414
1673,0.47280334728033474
1724,0.47389791183294666
1774,0.4695603156708005
1825,0.4706849315068493
1875,0.46986666666666665
1925,0.47168831168831166
1976,0.4731781376518219
2026,0.47433366238894376
2077,0.46942705825710157
2127,0.4720263281617302
2177,0.47266881028938906
2228,0.4771095152603232
2278,0.47585601404740996
2329,0.4783168741949334
2379,0.4779319041614124
2429,0.47756278303828736
2480,0.475
2530,0.47667984189723317
2581,0.4788841534289035
2631,0.475864690231851
2681,0.47482282730324504
2732,0.4747437774524158
2782,0.4762760603882099
2833,0.47793858100953057
2883,0.47936177592785295
2933,0.4793726559836345
2984,0.47989276139410186
3034,0.4798945286750164
3085,0.48071312803889793
3135,0.48165869218500795
3185,0.4800627943485086
3236,0.48053152039555014
3286,0.4817407181984175
3337,0.48157027270003
3387,0.4806613522291113
3437,0.4809426825720105
3488,0.4813646788990826
3538,0.4799321650650085
3589,0.48091390359431596
3639,0.4781533388293488
3689,0.4792626728110599
3740,0.47967914438502673
3790,0.47889182058047497
3841,0.4774798229627701
3891,0.47622719095348237
3942,0.47691527143581935
3992,0.47520040080160325
4042,0.4740227610094013
4093,0.47520156364524796
4143,0.47453536084962594
4194,0.47257987601335244
4244,0.47455230914231855
4294,0.476245924545878
4345,0.4759493670886076
4395,0.4764505119453925
4446,0.47705802968960864
4496,0.47820284697508897
4546,0.4775626924769028
4597,0.4779203828583859
4647,0.4760060253927265
4698,0.47679863771817793
4748,0.47556866048862684
4798,0.4760316798666111
4849,0.47535574345225823
4899,0.47499489691773833
4950,0.4763636363636364
5000,0.4776
