traces_per_group,max_D
10,0.8
60,0.5666666666666667
111,0.5135135135135135
161,0.5341614906832299
212,0.5188679245283019
262,0.4961832061068702
312,0.4647435897435897
363,0.48209366391184577
413,0.47457627118644075
464,0.45689655172413796
514,0.44552529182879375
564,0.44503546099290786
615,0.4504065040650406
665,0.44210526315789467
716,0.446927374301676
766,0.4464751958224543
816,0.45343137254901966
867,0.4590542099192619
917,0.46237731733914944
968,0.4586776859504132
1018,0.4636542239685658
1068,0.4644194756554307
1119,0.4602323503127793
1169,0.4653550042771599
1220,0.45655737704918037
1270,0.45511811023622045
1321,0.45041635124905377
1371,0.44711889132020427
1421,0.43842364532019706
1472,0.438179347826087
1522,0.4388961892247044
1573,0.438652256834075
1623,0.44054220579174364
1673,0.44231918708906154
1724,0.4483758700696056
1774,0.45152198421645995
1825,0.450958904109589
1875,0.45013333333333333
1925,0.45194805194805193
1976,0.45040485829959515
2026,0.4471865745310957
2077,0.4458353394318729
2127,0.44710860366713684
2177,0.44786403307303624
2228,0.447935368043088
2278,0.44688323090430204
2329,0.44911979390296264
2379,0.44724674232870953
2429,0.4475092630712227
2480,0.4463709677419354
2530,0.45098814229249007
2581,0.45176288260364195
2631,0.45115925503610793
2681,0.4509511376352108
2732,0.45204978038067356
2782,0.4529115744069015
2833,0.45358277444405226
2883,0.4564689559486646
2933,0.4565291510398909
2984,0.45643431635388737
3034,0.4555042847725775
3085,0.45575364667747165
3135,0.4564593301435406
3185,0.45620094191522764
3236,0.45766378244746597
3286,0.45861229458307967
3337,0.45759664369193886
3387,0.4558606436374373
3437,0.4556299098050625
3488,0.45699541284403666
3538,0.4547767100056529
3589,0.4541655057118974
3639,0.4523220665017862
3689,0.4510707508809976
3740,0.45160427807486625
3790,0.45118733509234826
3841,0.4514449362145274
3891,0.4500128501670521
3942,0.45002536783358704
3992,0.45015030060120237
4042,0.44928253339930724
4093,0.44905936965550936
4143,0.4501568911416848
4194,0.45207439198855515
4244,0.45240339302544763
4294,0.4524918490917559
4345,0.4527042577675489
4395,0.45278725824800914
4446,0.45389113810166437
4496,0.4544039145907473
4546,0.45380554333479983
4597,0.45333913421796823
4647,0.45276522487626425
4698,0.4540229885057471
4748,0.4540859309182814
4798,0.4541475614839517
4849,0.45102082903691487
4899,0.4502959787711778
4950,0.4501010101010101
5000,0.45120000000000005
