traces_per_group,max_D
10,0.8
20,0.75
30,0.7000000000000001
40,0.7250000000000001
50,0.7
60,0.6666666666666666
70,0.6000000000000001
80,0.6125
90,0.6333333333333333
100,0.6300000000000001
110,0.6454545454545455
120,0.6666666666666667
130,0.676923076923077
140,0.6714285714285714
150,0.6599999999999999
160,0.6749999999999999
170,0.6882352941176471
180,0.6833333333333333
190,0.6842105263157895
200,0.675
210,0.680952380952381
220,0.6681818181818182
230,0.6565217391304348
240,0.6375000000000001
250,0.62
260,0.6
270,0.5925925925925926
280,0.5714285714285714
290,0.5517241379310345
300,0.5399999999999999
310,0.5548387096774193
320,0.565625
330,0.5606060606060606
340,0.5676470588235294
350,0.5714285714285714
360,0.5777777777777777
370,0.5783783783783784
380,0.581578947368421
390,0.5871794871794872
400,0.595
410,0.602439024390244
420,0.6023809523809524
430,0.5976744186046512
440,0.6000000000000001
450,0.5933333333333333
460,0.5934782608695652
470,0.5957446808510638
480,0.59375
490,0.5877551020408163
500,0.5900000000000001
510,0.5843137254901961
520,0.5826923076923077
530,0.5792452830188679
540,0.5814814814814815
550,0.5818181818181818
560,0.5857142857142857
570,0.5894736842105264
580,0.5913793103448276
590,0.5932203389830508
600,0.5933333333333334
610,0.5934426229508196
620,0.5983870967741935
630,0.6015873015873016
640,0.6078125
650,0.6092307692307692
660,0.6075757575757575
670,0.6104477611940299
680,0.6117647058823529
690,0.6101449275362318
700,0.6071428571428572
710,0.604225352112676
720,0.6027777777777779
730,0.5986301369863014
740,0.5986486486486486
750,0.5946666666666667
760,0.5907894736842105
770,0.5909090909090908
780,0.5858974358974359
790,0.5822784810126582
800,0.58
810,0.5790123456790124
820,0.578048780487805
830,0.5783132530120482
840,0.5809523809523809
850,0.5788235294117647
860,0.5790697674418605
870,0.5816091954022989
880,0.5806818181818182
890,0.5842696629213483
900,0.5833333333333334
910,0.5879120879120878
920,0.591304347826087
930,0.5903225806451613
940,0.5882978723404255
950,0.5873684210526315
960,0.5885416666666667
970,0.5886597938144329
980,0.5918367346938775
990,0.5929292929292929
1000,0.589
