traces_per_group,max_abs_t
10,6.396415057524977
60,7.692327959762517
111,9.410722113682526
161,11.554261960529004
212,12.523489541084254
262,13.344383291397707
312,14.20393403600734
363,15.38386066228077
413,16.015260196960963
464,16.661303423248068
514,18.187786970181147
564,19.261832932963763
615,19.831522926611
665,20.388110099873135
716,21.339857197051007
766,22.408271721698956
816,22.90385052288158
867,23.584785008197347
917,24.432218561553054
968,25.482525761754076
1018,26.346560361074044
1068,27.122038949017234
1119,27.685123801623668
1169,28.15362151405583
1220,28.645375208835393
1270,29.280182072465305
1321,29.79568832459646
1371,30.299510121221715
1421,31.019435759628433
1472,31.50994235130152
1522,32.06483528689778
1573,32.628907247816684
1623,33.30622665066053
1673,33.5303589133541
1724,34.50479526823165
1774,35.108341942046195
1825,35.92483455936113
1875,36.426465849465885
1925,36.68531721011419
1976,37.04768322651678
2026,37.29890237607066
2077,37.95672427043857
2127,38.51164820164141
2177,38.75440736780234
2228,39.262794452930876
2278,39.564946973256916
2329,39.86249044087787
2379,40.1875214096641
2429,40.701366072308396
2480,41.04859764103684
2530,41.786945016822635
2581,42.437354152415416
2631,42.719406729238315
2681,43.23777414173344
2732,43.66902991068431
2782,44.204492365890566
2833,44.51619191461894
2883,44.830547539813054
2933,44.92218481676179
2984,45.53499414345925
3034,46.083422891734386
3085,46.73199975123877
3135,47.316327802921094
3185,47.33153147205718
3236,47.91058785800265
3286,48.231813071558186
3337,48.65108220932421
3387,49.00201739680419
3437,49.26725741096127
3488,49.71905631660547
3538,49.782764593339294
3589,50.25288000085282
3639,50.54343239287569
3689,51.160201826805846
3740,51.57031837370035
3790,51.72213823707739
3841,51.85549984151689
3891,52.061670575557606
3942,52.62050240682478
3992,52.57635831118508
4042,52.52133504096771
4093,52.97039141320742
4143,53.25363598663838
4194,53.61507876184839
4244,54.00804029926586
4294,54.35589157196658
4345,54.770147699682916
4395,55.0085582469479
4446,55.36699457279142
4496,55.913846733862584
4546,56.070315337260844
4597,56.172426775433635
4647,56.43825605763071
4698,56.62898168922782
4748,56.945559497061616
4798,57.291416141794876
4849,57.68347250273311
4899,57.78965438535425
4950,58.00259519245139
5000,58.292925717709565
